,eukulele_taxonomy,mmseqs_taxonomy,total_length,total_num_contigs,total_length_5kb,total_length_10kb,total_length_50kb,GC_percent,N50,L50,num_predicted_proteins,num_proteins_annotated_pfam,proportion_proteins_annoated_pfam,num_unique_pfam,num_proteins_annotated_kegg,proportion_proteins_annoated_kegg,num_unique_kegg,busco_eukaryota_odb10_completeness,busco_eukaryota_odb10_contamination,eukcc_completeness,eukcc_contamination,eukcc_lineage,ocean_region,depth,size_fraction
TOPAZ_NAM1_E002,Eukaryota;Amoebozoa;-;-;-;-;-;-,Eukaryota;-;Amoebozoa;Discosea;Flabellinia;-;-;Vannellidae;Vannella sp- CB-2014,4954914,1440,593803,34378,0,47.21,3356,576,3171,1927,60.77,634,746,23.53,1240,23.14,0.0,20.88,2.53,Eukaryota_Fungi_Ascomycota,NAO,MES,0.8-5
TOPAZ_NAM1_E003,Eukaryota;-;-;-;-;-;-;-,Eukaryota;Fungi;Opisthokonta;Ascomycota;Dothideomycetes;Pleosporomycetidae;Venturiales;Sympoventuriaceae;Verruconis gallopava,33079149,465,32808708,32392337,28925019,51.59,160299,58,13854,8355,60.31,3312,4449,32.11,3776,97.65,0.0,,,,NAO,MES,0.8-5
TOPAZ_NAM1_E004,Eukaryota;-;-;-;-;-;-;-,Eukaryota;Fungi;Opisthokonta;Basidiomycota;Microbotryomycetes;-;Sporidiobolales;Sporidiobolaceae;Leucosporidium creatinivorum,17041196,1054,16005261,14448929,3184280,61.67,29047,189,7852,5237,66.7,2810,3325,42.35,3376,95.29,0.39,96.51,0.0,Eukaryota_Fungi_Basidiomycota,NAO,MES,0.8-5
TOPAZ_NAX1_E001,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,16117966,4335,3788405,441112,0,48.08,3599,1583,7538,3169,42.04,1194,1470,19.5,1918,28.63,0.39,29.82,1.75,Eukaryota_Viridiplantae_Chlorophyta,NAO,MIX,0.8-5
TOPAZ_NAX1_E002,Eukaryota;-;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Chordata;Choanoflagellata;-;Craspedida;Salpingoecidae;-,31472487,5957,18548965,5937348,69714,63.68,5699,1786,12159,6805,55.97,2320,2805,23.07,3280,70.98,0.78,77.19,7.02,Eukaryota,NAO,MIX,0.8-5
TOPAZ_NAX1_E003,Eukaryota;Hacrobia;Cryptophyta;Cryptophyceae;Cryptomonadales;-;-;-,Eukaryota;-;-;-;Cryptophyceae;-;Pyrenomonadales;Geminigeraceae;Geminigera cryophila,45080681,10883,16178220,2689645,0,58.17,4118,3702,21844,9302,42.58,1935,2969,13.59,3004,54.51,2.35,,,,NAO,MIX,0.8-5
TOPAZ_NAX1_E004,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,3624969,949,879689,148315,0,52.19,3711,347,1174,475,40.46,72,105,8.94,343,1.96,0.0,,,,NAO,MIX,0.8-5
TOPAZ_NAX1_E005,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,27654801,6029,12480446,2979132,0,33.45,4660,1931,11891,6130,51.55,1750,2355,19.8,2776,59.61,2.75,,,,NAO,MIX,0.8-5
TOPAZ_NAX1_E006,Eukaryota;Stramenopiles;Ochrophyta;-;-;-;-;-,Eukaryota;-;Sar;Bacillariophyta;Bolidophyceae;-;Parmales;Triparmaceae;Triparma pacifica,11968709,2549,5740346,1286942,0,49.16,4867,828,5970,2783,46.62,752,898,15.04,1617,26.27,0.39,,,,NAO,MIX,0.8-5
TOPAZ_NAX1_E007,Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;-;-;-;-,Eukaryota;-;Sar;-;Chrysophyceae;-;Chromulinales;Paraphysomonadaceae;Paraphysomonas bandaiensis,23521002,4635,12898621,3671025,0,39.94,5372,1430,10344,5281,51.05,1802,2306,22.29,2704,55.69,0.39,,,,NAO,MIX,0.8-5
TOPAZ_NAX1_E008,Eukaryota;Archaeplastida;Chlorophyta;Chloropicophyceae;Chloropicales;Chloropicaceae;-;-,Eukaryota;Viridiplantae;-;Chlorophyta;-;-;-;Pycnococcaceae;-,14624875,2073,11122525,6070450,0,60.44,8533,533,8190,5428,66.28,2620,3123,38.13,3220,86.27,0.0,91.23,1.75,Eukaryota,NAO,MIX,0.8-5
TOPAZ_NAX1_E009,Eukaryota;Archaeplastida;Chlorophyta;Palmophyllophyceae;Prasinococcales;Prasinococcales-Clade-B;Prasinoderma;Prasinoderma singularis,Eukaryota;Viridiplantae;-;Chlorophyta;Palmophyllophyceae;-;Prasinococcales;Prasinococcaceae;Prasinoderma singulare,26175893,3790,19904356,10120105,0,68.65,8218,1001,11736,6945,59.18,2735,3426,29.19,3484,86.67,0.0,91.03,2.99,Eukaryota,NAO,MIX,0.8-5
TOPAZ_NAX1_E010,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,22905208,5437,8263877,1541281,0,54.78,4222,1862,10631,4764,44.81,1201,1565,14.72,2168,38.43,0.0,,,,NAO,MIX,0.8-5
TOPAZ_NAX1_E011,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,55151024,11329,28163296,7704429,0,63.2,5085,3519,23652,11636,49.2,2248,3792,16.03,3310,75.29,2.35,,,,NAO,MIX,0.8-5
TOPAZ_NAX1_E012,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,4662437,1354,647735,10586,0,45.81,3336,536,2737,680,24.84,135,158,5.77,449,6.27,0.0,,,,NAO,MIX,0.8-5
TOPAZ_NAX1_E013,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,15086368,3823,4481628,390353,0,58.8,3912,1369,7858,3463,44.07,774,1044,13.29,1637,27.84,0.0,21.53,3.31,Eukaryota_Fungi_Chytridiomycota,NAO,MIX,0.8-5
TOPAZ_NAX1_E014,Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Raphid-pennate;-;-,Eukaryota;-;Sar;Bacillariophyta;Bacillariophyceae;-;Bacillariales;Bacillariaceae;Fragilariopsis kerguelensis,23891864,5190,11082094,2265671,0,39.58,4747,1693,10293,4428,43.02,1631,1975,19.19,2410,60.39,0.0,,,,NAO,MIX,0.8-5
TOPAZ_NAX1_E015,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;-;-;-;-,Eukaryota;-;Prymnesiophyceae;Haptista;Haptophyta;-;Prymnesiales;Prymnesiaceae;Chrysochromulina rotalis,30040325,6225,15127946,4713100,52801,64.75,5022,1853,17078,8066,47.23,1871,2726,15.96,2898,54.9,0.78,,,,NAO,MIX,0.8-5
TOPAZ_NAX1_E016,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,2838224,843,359636,47073,0,62.39,3213,336,1138,544,47.8,128,148,13.01,463,3.53,0.0,,,,NAO,MIX,0.8-5
TOPAZ_NAX1_E017,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;Dinophyceae;-;-;-;-,45877050,10670,17969024,2482749,0,52.16,4375,3666,22826,10699,46.87,1778,3054,13.38,3009,49.41,0.78,53.53,8.3,Eukaryota_Fungi_Basidiomycota_Agaricomycetes,NAO,MIX,0.8-5
TOPAZ_NAX1_E018,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,4566993,1367,548292,78110,0,37.09,3166,542,2421,502,20.74,125,154,6.36,379,1.57,0.0,,,,NAO,MIX,0.8-5
TOPAZ_NAX1_E019,Eukaryota;Stramenopiles;Ochrophyta;Bolidophyceae;Parmales;Bolidomonadaceae;-;-,Eukaryota;-;Sar;-;Bolidophyceae;-;Parmales;Triparmaceae;Triparma pacifica,18926425,2580,15251715,7856287,0,52.45,8673,703,9081,4209,46.35,982,1268,13.96,1941,34.9,1.57,29.09,7.27,Eukaryota_Fungi_Microsporidia,NAO,MIX,0.8-5
TOPAZ_NAX1_E020,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;Dinophyceae;-;Suessiales;Symbiodiniaceae;Symbiodinium sp-,40128315,6661,27045652,11935624,242724,61.55,6812,1799,17089,8560,50.09,2559,3496,20.46,3395,85.88,0.0,80.7,10.53,Eukaryota,NAO,MIX,0.8-5
TOPAZ_NAX1_E021,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,19217273,4794,6112819,763743,0,46.72,3979,1694,10059,4540,45.13,1308,1668,16.58,2235,42.75,1.18,,,,NAO,MIX,0.8-5
TOPAZ_NAX1_E022,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;-;-,Eukaryota;Viridiplantae;-;Chlorophyta;Mamiellophyceae;-;Mamiellales;Bathycoccaceae;Bathycoccus prasinos,11590277,2107,7342108,2093949,0,48.46,6020,644,6303,4089,64.87,2017,2398,38.05,2618,66.67,0.0,,,,NAO,MIX,0.8-5
TOPAZ_NAX1_E023,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,4959632,1500,521826,67322,0,41.15,3142,603,3053,452,14.81,82,107,3.5,277,1.18,0.0,,,,NAO,MIX,0.8-5
TOPAZ_NAX1_E024,Eukaryota;Archaeplastida;Chlorophyta;Chloropicophyceae;Chloropicales;-;-;-,Eukaryota;Viridiplantae;-;Chlorophyta;-;-;-;-;-,16155764,1120,15303487,13068599,1670620,59.26,20164,236,9161,6049,66.03,2881,3490,38.1,3398,92.16,0.0,98.25,1.75,Eukaryota,NAO,MIX,0.8-5
TOPAZ_NAX4_E001,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,4680648,1376,695504,26373,0,45.2,3229,545,2771,829,29.92,244,269,9.71,627,5.88,0.0,,,,NAO,MIX,180-2000
TOPAZ_NAX4_E002,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;-;-;-;-;-,3332234,1037,258454,55866,0,39.5,3045,426,698,81,11.6,9,21,3.01,45,0.0,0.0,,,,NAO,MIX,180-2000
TOPAZ_NAX4_E003,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,11289879,3238,1726505,186580,0,47.12,3335,1254,5761,2184,37.91,794,958,16.63,1473,20.78,0.0,20.63,1.59,Eukaryota,NAO,MIX,180-2000
TOPAZ_NAX4_E004,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,11704528,3340,1956303,161801,0,41.84,3384,1288,4428,1602,36.18,412,486,10.98,895,6.67,0.0,,,,NAO,MIX,180-2000
TOPAZ_NAX3_E001,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Harpacticoida;Harpacticidae;Tigriopus californicus,34618157,9218,8550337,1141443,0,33.63,3638,3351,10486,4444,42.38,1788,2082,19.86,2468,47.84,0.0,39.42,2.91,Eukaryota,NAO,MIX,20-180
TOPAZ_NAX3_E002,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;-;-;-;-;-,5089554,1543,481862,43930,0,30.45,3172,625,384,51,13.28,5,5,1.3,50,0.0,0.0,,,,NAO,MIX,20-180
TOPAZ_NAX3_E003,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,12347123,3171,3375554,525906,0,48.02,3779,1131,5712,2481,43.43,1033,1211,21.2,1708,27.45,0.0,,,,NAO,MIX,20-180
TOPAZ_NAX3_E004,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,16147073,4782,2134468,150940,0,35.35,3212,1894,6083,1614,26.53,379,436,7.17,920,9.8,0.0,,,,NAO,MIX,20-180
TOPAZ_NAX3_E005,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,42880865,10648,13474311,1568807,0,48.7,4029,3793,15938,5252,32.95,1684,2084,13.08,2683,44.31,1.18,47.37,14.04,Eukaryota,NAO,MIX,20-180
TOPAZ_NAX3_E006,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,17787413,4635,4659356,417208,0,46.47,3767,1689,8340,3559,42.67,1557,1842,22.09,2255,46.27,0.0,43.61,12.16,Eukaryota_Fungi_Microsporidia_Pleistophoridae,NAO,MIX,20-180
TOPAZ_NAX3_E007,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,2740423,822,291683,82696,0,39.69,3161,331,544,40,7.35,5,6,1.1,32,0.0,0.0,,,,NAO,MIX,20-180
TOPAZ_NAX3_E008,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,2519200,756,224188,0,0,41.44,3252,309,504,52,10.32,7,10,1.98,38,0.0,0.0,,,,NAO,MIX,20-180
TOPAZ_NAX2_E001,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,2928081,878,323070,117987,0,41.89,3162,348,1694,234,13.81,46,49,2.89,179,1.18,0.0,,,,NAO,MIX,5-20
TOPAZ_NAX2_E002,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,11592545,3198,2372306,243817,0,47.86,3504,1203,5654,2246,39.72,910,1068,18.89,1502,21.96,0.0,,,,NAO,MIX,5-20
TOPAZ_NAS1_E001,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;Dinophyceae;-;-;-;-,8014814,1984,2535512,181799,0,55.99,4048,714,3199,1556,48.64,294,419,13.1,887,9.8,0.0,,,,NAO,SRF,0.8-5
TOPAZ_NAS1_E002,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Isochrysidales;Noelaerhabdaceae;-;-,Eukaryota;-;Prymnesiophyceae;Haptista;Haptophyta;-;Isochrysidales;Noelaerhabdaceae;Emiliania huxleyi,23789514,6370,5597487,497751,0,66.39,3648,2360,10856,4660,42.93,905,1277,11.76,1908,23.14,0.78,40.0,19.31,Eukaryota_Apicomplexa_Conoidasida_Eucoccidiorida_Eimeriidae_Eimeria_Eimeria.necatrix,NAO,SRF,0.8-5
TOPAZ_NAS1_E003,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Bathycoccus;Bathycoccus prasinos,Eukaryota;Viridiplantae;-;Chlorophyta;Mamiellophyceae;-;Mamiellales;Bathycoccaceae;Bathycoccus prasinos,11086750,2046,6721897,2414701,0,48.04,5832,602,5856,3891,66.44,1894,2253,38.47,2550,63.92,0.39,73.5,0.85,Eukaryota_Viridiplantae_Chlorophyta_Mamiellophyceae_Mamiellales,NAO,SRF,0.8-5
TOPAZ_NAS1_E004,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,6938747,1945,1169226,0,0,46.37,3537,761,4081,1951,47.81,670,771,18.89,1337,24.71,0.0,,,,NAO,SRF,0.8-5
TOPAZ_NAS1_E005,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;Dinophyceae;-;-;-;-,51021374,12674,15811802,1992175,0,56.49,4020,4524,20710,9369,45.24,1378,2633,12.71,2498,43.53,0.0,40.0,10.91,Eukaryota_Fungi_Microsporidia,NAO,SRF,0.8-5
TOPAZ_NAS1_E006,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;-;-;-;-,Eukaryota;-;Prymnesiophyceae;Haptista;Haptophyta;-;Prymnesiales;Prymnesiaceae;Chrysochromulina rotalis,43119938,8635,23253647,6245215,0,69.61,5312,2681,24960,11299,45.27,2172,3524,14.12,3278,70.98,0.0,63.13,9.6,Eukaryota_Fungi_Ascomycota,NAO,SRF,0.8-5
TOPAZ_NAS1_E007,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Ostreococcus;Ostreococcus lucimarinus,Eukaryota;Viridiplantae;-;Chlorophyta;Mamiellophyceae;-;Mamiellales;Bathycoccaceae;Ostreococcus sp- 'lucimarinus',10088121,1612,7204696,2984128,0,60.41,7203,459,6253,4168,66.66,2057,2427,38.81,2683,69.8,0.0,,,,NAO,SRF,0.8-5
TOPAZ_NAS1_E008,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;Dinophyceae;-;Suessiales;Symbiodiniaceae;Symbiodinium sp-,37884584,7022,22673277,8492651,239182,61.48,5831,1983,16699,8072,48.34,2416,3242,19.41,3278,80.78,0.39,86.96,4.35,Eukaryota_Fungi_Ascomycota,NAO,SRF,0.8-5
TOPAZ_NAS1_E009,Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;-;-;-;-,Eukaryota;-;Sar;-;Chrysophyceae;-;Chromulinales;Paraphysomonadaceae;Paraphysomonas bandaiensis,13698861,3534,3623307,456656,0,40.09,3826,1284,6165,3014,48.89,1073,1292,20.96,1875,36.47,0.78,43.75,6.25,Eukaryota_Fungi_Microsporidia_Nematocida,NAO,SRF,0.8-5
TOPAZ_NAS1_E010,Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;-;-;-,Eukaryota;-;Sar;Bacillariophyta;Mediophyceae;Cymatosirophycidae;Cymatosirales;Cymatosiraceae;Extubocellulus spinifer,22031068,3212,16786866,8227015,58297,54.26,7958,882,10293,5941,57.72,2168,2796,27.16,2898,70.2,0.39,,,,NAO,SRF,0.8-5
TOPAZ_NAS1_E011,Eukaryota;Archaeplastida;Chlorophyta;Prasino-Clade-V;Pseudoscourfieldiales;Pycnococcaceae;Pycnococcus;Pycnococcus provasolii,Eukaryota;Viridiplantae;-;Chlorophyta;-;-;-;Pycnococcaceae;Pycnococcus provasolii,18248213,3240,11772418,3553438,0,57.72,6071,986,11122,5766,51.84,2264,2779,24.99,3060,66.67,0.39,84.21,0.0,Eukaryota,NAO,SRF,0.8-5
TOPAZ_NAS1_E012,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;-;-;-;-,Eukaryota;-;Prymnesiophyceae;Haptista;Haptophyta;-;Prymnesiales;Prymnesiaceae;Chrysochromulina rotalis,61297137,10620,39949280,16511500,51523,65.16,6500,2925,30586,14382,47.02,2445,4323,14.13,3558,71.76,0.78,77.19,10.53,Eukaryota,NAO,SRF,0.8-5
TOPAZ_NAS1_E013,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,37539349,5488,28182300,14279294,55625,45.48,8115,1416,15396,7854,51.01,2427,3373,21.91,3279,77.25,0.78,86.11,8.33,Eukaryota,NAO,SRF,0.8-5
TOPAZ_NAS1_E014,Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;-;-;-;-,Eukaryota;-;Sar;-;Dictyochophyceae;-;Pedinellales;-;Pteridomonas danica,16784272,4387,4379087,333847,0,61.88,3748,1605,8095,3490,43.11,755,999,12.34,1638,23.92,0.39,22.82,1.55,Eukaryota_Fungi_Ascomycota,NAO,SRF,0.8-5
TOPAZ_NAS1_E015,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;Dinophyceae;-;-;-;-,46687515,9115,26085876,8539639,0,59.03,5447,2709,24887,11009,44.24,2231,3492,14.03,3275,73.33,0.78,73.68,7.89,Eukaryota_Apicomplexa,NAO,SRF,0.8-5
TOPAZ_NAS1_E016,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;-;-;-;-,Eukaryota;-;Prymnesiophyceae;Haptista;Haptophyta;-;Prymnesiales;Prymnesiaceae;Chrysochromulina rotalis,40095441,10119,12034729,1649761,0,63.05,3900,3586,19286,8838,45.83,1453,2284,11.84,2668,35.69,1.18,47.37,1.75,Eukaryota,NAO,SRF,0.8-5
TOPAZ_NAS1_E017,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,15146259,1515,13452791,9783385,238066,57.68,13388,357,6302,3262,51.76,903,1200,19.04,1695,25.88,0.39,,,,NAO,SRF,0.8-5
TOPAZ_NAS1_E018,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,41666355,7277,26762519,10488195,54749,54.78,6330,2051,16269,8272,50.85,2187,3067,18.85,3130,70.98,1.57,62.75,5.88,Eukaryota,NAO,SRF,0.8-5
TOPAZ_NAS1_E019,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;-,Eukaryota;Viridiplantae;-;Chlorophyta;Mamiellophyceae;-;Mamiellales;Mamiellaceae;Micromonas pusilla,18583050,2302,15208606,9389004,427106,69.43,10109,543,10441,6141,58.82,2369,3008,28.81,3178,77.65,0.39,,,,NAO,SRF,0.8-5
TOPAZ_NAS1_E020,Eukaryota;Archaeplastida;Chlorophyta;Chloropicophyceae;Chloropicales;-;-;-,Eukaryota;Viridiplantae;-;Chlorophyta;-;-;-;Pycnococcaceae;-,13441167,2257,9058262,3452949,0,60.86,6535,643,7571,5036,66.52,2449,2908,38.41,3049,77.25,0.39,,,,NAO,SRF,0.8-5
TOPAZ_NAS1_E021,Eukaryota;Hacrobia;Cryptophyta;Cryptophyceae;Cryptomonadales;-;-;-,Eukaryota;-;-;-;Cryptophyceae;-;Pyrenomonadales;Geminigeraceae;Geminigera cryophila,37428593,10264,7216525,443902,0,58.17,3564,3917,21836,7004,32.08,1331,1947,8.92,2366,37.65,0.78,51.58,14.93,Eukaryota_Fungi_Microsporidia,NAO,SRF,0.8-5
TOPAZ_NAS1_E022,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;-;-,Eukaryota;Viridiplantae;-;Chlorophyta;Mamiellophyceae;-;Mamiellales;Bathycoccaceae;Bathycoccus prasinos,7997983,1906,2802997,394193,0,48.49,4228,668,4326,2627,60.73,1360,1561,36.08,1940,44.31,0.39,42.74,0.0,Eukaryota_Viridiplantae_Chlorophyta_Mamiellophyceae_Mamiellales,NAO,SRF,0.8-5
TOPAZ_NAS1_E023,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,40054496,6025,29170802,15192348,102644,64.08,7944,1517,20584,9838,47.79,2014,3327,16.16,3052,62.75,0.78,65.22,4.35,Eukaryota_Fungi_Ascomycota,NAO,SRF,0.8-5
TOPAZ_NAS1_E025,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;Dinophyceae;-;-;-;-,19200312,5440,2926967,171641,0,62.14,3435,2126,9319,4279,45.92,722,1212,13.01,1644,26.27,0.39,,,,NAO,SRF,0.8-5
TOPAZ_NAS1_E026,Eukaryota;Archaeplastida;Chlorophyta;Palmophyllophyceae;Prasinococcales;Prasinococcales-Clade-B;Prasinoderma;Prasinoderma singularis,Eukaryota;Viridiplantae;-;Chlorophyta;Palmophyllophyceae;-;Prasinococcales;Prasinococcaceae;Prasinoderma singulare,25028805,4022,17612619,7826599,0,68.61,7170,1107,11427,6739,58.97,2640,3323,29.08,3398,83.92,1.18,,,,NAO,SRF,0.8-5
TOPAZ_NAS1_E027,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;-;-,Eukaryota;Viridiplantae;-;Chlorophyta;Mamiellophyceae;-;Mamiellales;Mamiellaceae;Micromonas pusilla,20116632,972,19460642,17969162,6302248,70.9,33087,175,9880,6222,62.98,2682,3341,33.82,3330,79.22,0.39,,,,NAO,SRF,0.8-5
TOPAZ_NAS1_E028,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Opisthokonta;-;Choanoflagellata;-;Craspedida;Salpingoecidae;Salpingoeca rosetta,3350552,785,1251904,324329,0,59.72,4225,261,1096,435,39.69,98,107,9.76,378,1.96,0.0,,,,NAO,SRF,0.8-5
TOPAZ_NAS1_E029,Eukaryota;Hacrobia;Cryptophyta;Cryptophyceae;Cryptomonadales;-;-;-,Eukaryota;-;-;-;Cryptophyceae;-;Pyrenomonadales;Geminigeraceae;Geminigera cryophila,31829464,8127,8930168,744207,0,54.06,3883,2959,14952,5083,34.0,969,1318,8.81,1963,30.98,1.96,,,,NAO,SRF,0.8-5
TOPAZ_NAS1_E030,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;-;-,Eukaryota;Viridiplantae;-;Chlorophyta;Mamiellophyceae;-;Mamiellales;Bathycoccaceae;Ostreococcus sp- 'lucimarinus',10670791,1637,7799671,3512814,0,60.81,7538,445,6746,4423,65.56,2174,2586,38.33,2788,74.51,0.0,,,,NAO,SRF,0.8-5
TOPAZ_NAS1_E031,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;Micromonas sp.,Eukaryota;Viridiplantae;-;Chlorophyta;Mamiellophyceae;-;Mamiellales;Mamiellaceae;Micromonas pusilla,14107344,2542,8857498,3431871,0,65.88,6091,720,7980,4708,59.0,2015,2451,30.71,2725,62.35,1.57,72.65,2.14,Eukaryota_Viridiplantae_Chlorophyta_Mamiellophyceae_Mamiellales_Mamiellaceae_Micromonas,NAO,SRF,0.8-5
TOPAZ_NAS1_E032,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,24572841,5813,9162518,2004153,0,64.44,4183,1937,9280,4743,51.11,1029,1409,15.18,2069,29.02,0.39,,,,NAO,SRF,0.8-5
TOPAZ_NAS1_E033,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;-;-;-;-;-,4654826,850,2943966,835264,0,34.25,6241,258,943,73,7.74,8,9,0.95,37,0.39,0.0,,,,NAO,SRF,0.8-5
TOPAZ_NAS1_E034,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;-,Eukaryota;Viridiplantae;-;Chlorophyta;Mamiellophyceae;-;Mamiellales;Mamiellaceae;Micromonas pusilla,17619533,2037,14620174,9702564,885418,67.73,11197,423,8492,4929,58.04,2101,2522,29.7,2832,61.57,0.78,80.7,1.75,Eukaryota_Viridiplantae_Chlorophyta,NAO,SRF,0.8-5
